fire_number,fire_location_latitude,fire_location_longitude,fire_origin,general_cause_desc,activity_class,fire_type,weather_conditions_over_fire,fuel_type,fire_duration,fire_duration2,fire_duration3,reported_month
9,54.09243299999999,-117.278567,6,4,0,4,4,2,3060,0,1800,6
3,57.902733,-115.513983,6,7,14,4,4,6,7380,0,360,10
7,52.229657,-116.449037,6,10,6,0,0,0,300,0,300,6
3,59.383433,-116.047417,6,4,0,4,2,2,85080,64020,10680,7
3,58.19003000000001,-115.03,6,4,0,4,3,2,233700,37020,149100,7
8,55.957783,-113.779167,2,11,5,4,1,9,8700,300,7200,4
5,57.183117,-111.645483,2,11,10,3,3,9,780,0,0,4
4,54.784967,-111.846183,5,11,8,4,4,0,257760,0,253320,6
7,52.286067,-114.958802,5,5,27,4,3,0,155880,0,155520,5
9,54.484876,-116.795075,6,5,11,4,3,11,8400,0,7500,9
8,55.04666700000001,-115.592183,6,4,0,4,4,2,5400,0,1500,7
9,54.75723299999999,-115.285383,6,4,0,4,2,1,4620,0,720,7
8,54.83392900000001,-115.504191,6,7,16,3,3,0,6720,0,1800,9
0,51.13465,-114.870333,2,11,27,4,4,9,87900,3420,81120,5
1,53.50273000000001,-117.333086,6,13,0,4,5,0,8400,0,0,6
5,57.9767,-111.0128,6,10,6,4,4,3,5700,5340,60,5
8,54.93466700000001,-115.721333,6,4,0,4,2,2,8640,480,4560,7
1,53.42766700000001,-115.635333,6,4,0,4,3,8,13200,4080,900,7
0,51.63348,-115.10924,6,10,7,0,0,0,600,0,600,5
5,56.66985,-110.228483,6,4,0,4,4,2,196380,15180,88800,5
7,52.161817,-115.0264,6,3,12,4,3,10,8280,1500,3900,9
6,57.062017,-117.71285,5,11,4,4,4,9,98100,0,95820,5
2,54.941567000000006,-118.788533,5,11,15,4,4,8,772380,0,772380,5
5,57.97748299999999,-111.027917,6,10,6,4,3,0,300,0,300,7
8,55.43491700000001,-116.643867,6,7,14,4,4,9,7020,540,600,5
4,55.9356,-110.719383,2,11,8,3,3,0,165960,0,165300,4
4,55.62055,-111.095533,6,3,3,4,3,0,135420,0,2400,10
7,52.759582,-115.336854,2,11,19,3,3,0,90960,0,87600,7
8,55.916783,-115.651683,2,11,5,4,3,10,70800,4980,65400,4
2,55.269722,-118.206944,5,11,19,4,3,8,610800,0,604620,7
9,54.0616,-115.54325,6,11,15,4,3,9,348000,0,343200,4
0,51.574317,-114.99065,6,10,7,0,0,0,360,0,360,9
2,54.32083299999999,-118.716389,6,4,0,4,5,12,85200,9840,70080,7
3,58.456833,-114.525183,2,3,27,4,3,9,8880,1260,5460,5
5,58.053233,-113.155017,6,4,0,4,3,2,65760,5700,59940,7
4,54.614601,-113.926929,6,11,8,4,4,0,438900,0,434220,5
7,52.68935,-116.57105,6,4,0,4,1,2,100440,69420,20100,8
4,56.279417,-110.880167,6,10,6,3,4,2,17640,0,60,11
6,57.90476700000001,-117.62125,6,7,16,4,3,0,6960,0,900,9
4,55.197084,-113.187948,5,11,27,3,4,10,47460,0,4380,5
0,51.53758300000001,-115.184533,6,10,7,0,0,0,600,0,600,8
7,52.312933,-116.314283,6,10,7,0,0,0,0,0,0,8
2,54.950667,-118.608217,6,6,15,3,3,11,180480,0,101580,4
3,59.59158299999999,-119.2158,6,4,0,3,2,1,24240,0,14040,6
0,51.630467,-115.0934,6,10,7,0,0,0,300,0,300,7
2,54.992271,-118.844343,6,7,16,4,4,10,1920,0,120,10
9,54.50831700000001,-116.120817,6,4,0,3,4,4,11040,1200,6600,7
6,56.8857,-117.383683,5,11,26,4,3,9,5880,2820,1860,9
8,57.18366700000001,-115.076,6,4,0,2,2,2,7560,0,60,6
4,55.829967,-110.786033,6,13,0,4,3,10,8340,2340,4860,5
4,54.764183,-111.523817,7,10,7,3,4,2,76380,0,2700,8
2,55.062962,-117.512155,2,11,5,4,3,10,7620,0,300,9
7,53.051883,-115.80365,6,10,6,4,4,0,4920,0,1500,5
6,56.4815,-119.19315,6,11,27,4,3,8,3240,0,1680,5
4,55.622651,-112.168588,6,4,0,4,4,2,247920,2580,243840,6
9,54.499423,-117.56396200000002,6,7,16,4,4,9,241680,0,230940,5
6,56.353867,-119.505583,5,11,11,4,3,0,532500,525420,0,7
0,49.987617,-114.40405,6,10,7,0,0,0,360,0,360,8
0,49.495667,-114.496917,6,10,6,4,4,0,840,0,840,5
4,55.920796,-110.73915,2,3,27,4,3,9,1800,0,660,4
0,49.364833,-114.32055,6,10,7,0,0,0,900,0,900,5
5,59.937417,-111.830517,6,4,0,4,3,2,150900,0,2220,7
8,55.343667,-114.721017,6,7,16,4,4,8,2400,1740,60,8
2,54.959017,-118.622217,6,3,3,4,4,11,770220,49020,692520,5
7,53.021117,-115.421,6,4,0,4,4,2,7020,5460,1200,7
4,54.468967000000006,-111.20785,5,11,10,4,3,8,62400,2220,60180,4
5,59.051283,-110.880617,6,4,0,4,1,2,17340,6900,5820,6
2,55.632817,-119.515717,6,5,28,3,3,12,19620,11400,5400,4
4,54.807833,-110.056833,1,6,2,4,3,1,347520,54600,278100,6
1,53.58431700000001,-115.030667,5,11,11,4,3,10,281340,1920,276600,8
7,52.176959,-114.899149,6,11,8,4,3,0,181560,0,179100,3
3,59.181217,-118.421633,6,4,0,4,2,2,8760,6720,60,8
7,52.153275,-115.449526,6,10,6,4,5,0,4200,0,600,9
3,57.416033,-116.17015,6,4,0,2,4,2,83400,51000,28200,7
1,52.9042,-116.639717,6,4,0,4,4,2,56040,51000,3000,7
6,57.14536700000001,-118.76045,6,4,0,4,2,2,6360,0,1500,7
3,59.119067,-117.076317,6,4,0,2,3,2,607080,91500,438900,7
1,53.802517,-116.675583,6,4,0,4,4,2,6840,0,3300,7
6,55.83878299999999,-116.991683,5,11,8,4,4,0,2407020,0,2316000,3
2,56.172517000000006,-119.314983,5,11,8,4,4,0,1466280,0,1446900,9
3,58.262002,-116.03277,5,4,0,4,4,0,247200,0,244800,7
8,57.183333,-115.45,6,4,0,4,4,2,11700,3720,1380,6
9,54.4465,-114.542167,6,10,7,0,0,0,60,0,60,5
5,56.53316700000001,-112.4445,6,4,0,4,3,2,510300,487740,8160,6
8,55.17445,-116.4822,5,0,14,3,4,9,4020,0,2940,5
3,58.17995,-116.438983,5,0,8,4,3,0,88680,0,86760,5
2,55.83965,-119.305033,6,7,14,4,4,10,9720,0,2400,6
0,51.403633,-115.059317,6,10,7,0,0,0,900,0,900,8
8,55.357471,-114.99136,5,11,8,3,3,0,862740,0,857400,3
2,54.99291700000001,-118.262417,6,10,7,3,0,0,1080,0,1080,8
3,59.039167000000006,-119.687067,6,4,0,3,1,8,76200,65520,8460,8
8,56.48733299999999,-113.285383,6,4,0,4,4,2,88080,65400,600,7
4,55.09713299999999,-110.2227,1,4,0,2,1,2,84540,0,78600,5
8,55.3601,-115.01135,5,3,12,4,3,9,3720,0,1740,10
0,50.26475,-114.31535,6,10,6,0,0,0,300,0,300,7
7,52.2317,-115.32425,6,10,7,0,0,0,360,0,360,5
8,55.68596700000001,-116.412867,5,11,8,4,3,9,683340,8100,666000,4
3,58.236667,-114.826667,6,4,0,4,3,2,115020,23640,84600,6
7,53.084816,-115.228897,6,7,16,3,3,2,3600,0,2580,8
4,55.06929399999999,-112.060471,6,4,0,2,2,2,93840,59400,10800,6
8,54.79726,-114.917397,6,4,0,3,4,2,164340,68400,86400,6
9,54.104833,-115.4505,5,11,10,4,4,0,6300,0,1740,6
3,58.76216700000001,-117.331483,5,11,20,4,4,7,7800,1500,2700,9
0,49.672233,-114.59285,6,10,7,0,0,0,4380,0,2940,7
9,54.35641700000001,-114.8508,5,11,8,4,3,9,79740,4320,67380,5
9,54.2367,-115.255683,6,10,7,4,4,7,106200,0,8040,11
4,54.54411700000001,-111.4765,6,10,6,4,4,0,7440,0,2460,5
7,52.422961,-114.993343,6,3,12,4,4,9,2820,0,600,4
4,55.8226,-110.876118,6,3,3,4,5,9,13620,60,13500,4
8,55.6008,-116.5328,5,11,27,4,4,0,186300,0,183900,10
3,58.51575,-116.265167,5,11,8,4,3,0,360060,0,356160,8
0,51.1563,-114.859417,2,11,19,4,3,0,757860,15300,741360,8
9,54.63385,-114.280033,5,11,8,4,5,0,177780,0,171000,8
5,56.87300000000001,-111.0423,6,4,0,4,4,2,15120,5160,2940,6
2,55.314267,-117.72685,6,4,0,4,4,8,80100,13380,65340,7
0,50.852017,-114.617033,6,3,12,3,4,0,42900,0,36000,5
0,49.661417,-114.540617,6,10,6,0,0,0,300,0,300,9
0,50.868767,-114.771183,6,10,6,0,0,0,5520,0,960,5
8,56.982,-114.200167,6,4,0,2,3,2,11923500,1290600,8751000,7
0,51.370067,-114.996283,6,11,26,4,3,0,4560,0,2040,7
4,54.81695,-111.555533,6,10,7,3,3,2,169500,0,9900,1
2,55.312354000000006,-117.045552,5,11,15,3,5,0,1834860,0,1824120,4
3,58.710683,-118.7158,2,11,10,4,4,9,5400,0,4200,5
9,54.15635,-115.676317,6,11,20,4,3,0,3420,0,3000,5
1,53.9605,-116.977517,6,4,0,4,3,8,9540,0,5340,5
0,51.278633,-114.89875,6,7,16,3,3,10,6720,0,720,7
4,55.92992,-110.729159,2,3,12,4,3,9,7200,0,6900,4
1,53.7757,-119.760791,7,6,15,4,4,3,2600100,153000,2363400,5
3,57.922728,-116.824185,5,11,30,3,3,0,360000,0,338220,10
4,56.2736,-110.796567,6,10,27,3,2,2,14880,0,4980,10
3,58.78395,-117.206983,6,4,0,4,3,2,70980,0,58800,6
4,55.896267,-110.767167,6,3,27,4,3,10,61920,0,56700,4
9,54.073875,-116.759372,6,7,16,4,3,10,602100,0,516540,5
0,50.2225,-114.40205,6,10,27,3,4,0,2400,0,1800,5
6,56.399633,-118.968617,5,11,15,3,3,0,157500,2820,154560,5
0,51.402583,-115.056633,6,10,7,0,0,0,300,0,300,5
4,55.933219,-110.720879,2,3,12,4,3,8,89820,8220,81120,5
0,51.6324,-115.102617,6,10,6,0,0,0,720,0,720,7
0,50.916667,-115.15,6,10,6,4,5,0,4500,0,2400,8
4,55.943417,-110.713317,2,11,8,4,3,9,3000,0,3000,5
6,58.021433,-117.5342,3,3,3,4,2,9,12120,0,7860,7
1,53.19131700000001,-115.905183,6,4,0,4,3,2,69300,60660,2220,7
0,51.403933,-115.06305,6,10,7,0,0,0,300,0,300,6
4,55.567233,-110.989883,6,4,0,4,2,2,4200,1200,1800,6
9,54.708417,-115.55725,6,4,0,4,4,2,14280,1800,6720,5
5,57.460397,-113.423094,6,4,0,4,5,1,176460,27000,77280,6
3,58.506483,-117.067167,2,11,28,3,3,9,9720,5220,1020,6
4,54.7029,-110.591933,6,4,0,4,3,3,180720,90420,86400,6
5,58.735033,-111.143083,6,10,6,3,3,7,1806780,0,1791600,11
0,51.5505,-115.201667,6,10,7,0,0,0,300,0,300,8
0,49.4103,-114.342167,6,10,7,0,0,0,180,0,180,9
6,57.892483,-117.631417,6,9,14,4,4,9,350460,160560,175500,5
0,51.27095,-115.006233,6,10,7,0,0,0,240,0,240,9
2,56.12024,-118.98024,6,2,8,3,3,11,1115280,63180,1037700,4
5,56.88175,-112.56065,6,4,0,4,1,2,63960,52980,1260,7
6,57.385167,-117.542717,6,13,0,3,4,10,4080,0,600,5
7,52.525,-114.891,5,11,10,4,3,9,74340,68040,1320,5
2,54.98685,-118.866626,5,11,19,3,4,0,31440,0,23160,9
9,54.0689,-117.6814,6,4,0,4,2,2,5760,0,2760,7
5,57.581667,-111.601567,6,4,0,2,3,8,258120,76860,175800,6
8,55.515333,-116.164283,6,7,14,4,4,9,1800,600,900,4
7,52.411983,-114.937333,6,6,26,4,3,9,3000,0,600,8
2,55.53186700000001,-119.086783,6,7,16,4,4,7,4320,0,2700,5
6,56.51841700000001,-117.201983,5,11,15,4,3,12,676140,0,675960,5
1,53.56615,-116.722317,6,3,3,4,3,12,104940,720,102000,5
8,55.34662900000001,-115.792676,2,11,26,3,3,9,5100,0,5100,5
1,53.337667,-115.260117,6,7,16,4,3,10,6000,0,4740,5
3,58.44215,-116.149117,6,7,14,2,3,0,6540,4320,360,5
8,56.682483,-114.5918,6,11,1,4,2,1,18120,0,18060,5
0,50.4404,-114.4326,2,11,27,3,3,0,42600,0,0,9
5,58.07833299999999,-112.487983,6,2,21,3,3,2,266940,84600,169800,7
0,51.403567,-115.061867,6,10,6,0,0,0,240,0,240,7
0,51.035633,-114.959967,6,4,0,4,1,3,19260,8640,6120,8
0,50.8105,-114.626433,6,10,6,0,0,0,480,0,480,8
0,51.271283,-114.994183,6,10,7,0,0,0,600,0,600,7
4,54.924583,-112.3078,5,11,24,4,4,8,435120,0,431100,8
1,53.337667,-117.131,6,4,0,4,5,3,5100,0,2100,7
6,57.211133,-116.9291,6,4,0,2,5,2,1648980,320460,1307220,6
3,59.201033,-117.960467,6,4,0,4,3,1,170100,66780,90900,6
8,56.30261899999999,-115.406907,6,4,0,4,3,10,686580,76860,598500,6
8,55.2019,-116.287333,6,7,16,4,4,10,82560,0,78540,10
0,49.656233,-114.535317,6,10,6,0,0,0,720,0,720,9
6,56.463611,-116.392778,2,10,4,4,3,7,10500,2520,3360,4
5,57.62711700000001,-111.7272,6,4,0,2,1,2,90840,79800,1980,6
0,50.86345,-114.600283,6,10,6,0,0,0,900,0,900,9
7,53.0477,-115.011683,6,7,14,3,4,8,8640,0,6420,6
0,51.106733,-114.890433,2,11,19,3,4,10,2220,0,1380,10
0,51.63305,-115.088417,6,10,7,0,0,0,300,0,300,7
1,53.72236700000001,-116.1362,6,7,14,4,4,10,7200,0,600,6
0,51.2607,-114.92745,5,7,14,4,4,10,1135140,9900,1118100,10
3,58.46401700000001,-114.568267,2,3,27,4,3,8,5880,0,120,5
4,55.91041800000001,-110.731166,6,3,3,4,3,8,62100,48480,13620,5
6,57.28025,-117.483383,6,10,7,4,4,0,3000,0,60,8
3,58.465583,-118.829617,6,7,14,4,3,8,494820,0,120,6
8,56.9666,-115.291333,6,4,0,4,2,2,4380,0,60,6
5,57.18616700000001,-111.398633,6,4,0,3,3,2,159360,8400,72000,11
7,52.86083299999999,-115.939667,6,4,0,4,3,2,2760,0,1500,7
2,55.13866700000001,-118.180917,6,10,6,4,3,0,1080,0,1080,8
4,55.899267,-110.749917,2,11,10,4,3,9,4500,3180,60,5
6,56.649733,-116.91365,6,4,0,4,3,2,2040,0,1920,7
7,52.829517,-115.444617,2,4,0,3,4,8,14640,7080,4680,8
0,50.85215,-114.616767,6,10,7,0,0,0,300,0,300,5
7,52.765021,-115.931474,6,4,0,3,3,11,121380,64860,8940,7
0,50.05365,-114.5896,6,10,6,4,3,0,300,0,300,7
3,58.45075,-114.573417,2,3,27,4,3,6,16440,1560,14520,5
4,56.09,-110.895,5,9,14,4,4,8,165600,0,159900,6
7,52.703183,-115.369992,2,11,19,4,3,0,1358100,0,1358100,7
4,55.0159,-113.8013,6,6,27,4,3,0,670800,0,664380,5
8,54.881517,-115.407367,6,4,0,4,1,2,4860,1500,900,6
6,58.009433,-117.254283,6,7,16,4,4,0,9360,0,360,8
1,53.606667,-116.213333,6,11,10,4,4,10,347640,0,341640,10
5,57.904483,-113.777133,6,4,0,2,1,2,104700,75300,16800,5
1,53.561129,-119.636335,6,4,0,2,4,2,11751420,246600,11311800,7
7,52.91435,-115.6768,6,4,0,4,4,8,6000,3960,2040,7
1,53.743833,-115.58945,5,11,27,4,4,8,15840,0,4680,8
8,55.0,-115.688333,6,4,0,4,4,2,6780,2940,3000,7
5,58.237383,-111.368683,6,4,0,4,3,4,56400,7680,6420,6
8,55.900885,-115.62596200000002,2,11,5,4,3,10,3000,0,900,5
5,56.39716,-110.77221000000002,7,4,0,4,2,8,115200,113040,960,6
3,58.512823,-116.57728600000002,2,11,19,4,4,0,5940,0,720,5
8,55.96086800000001,-115.446453,2,11,20,4,3,0,685860,420,678600,8
8,56.460789,-114.60005,6,11,5,4,4,6,2160,60,300,10
4,55.264483,-113.157667,5,11,22,4,3,0,581220,0,580260,10
1,53.351317,-116.85155,6,10,1,4,3,9,427500,13200,409500,5
8,56.5302,-115.993117,6,4,0,4,3,2,84900,69300,12000,9
4,55.398267,-112.493767,6,10,7,4,3,0,5880,0,60,9
7,52.632567,-115.8279,6,4,0,4,2,3,88140,65580,13620,7
0,51.633975,-115.088232,6,10,6,4,4,0,540,0,540,5
5,56.695135,-110.39085,6,4,0,4,4,8,437940,119880,249900,9
7,52.814267,-114.877283,6,10,28,4,3,10,1800,0,900,7
3,59.00685,-119.902967,6,4,0,3,4,2,171060,115440,60,6
3,57.995424,-116.754976,5,0,8,3,3,12,1620300,1440000,169200,4
5,56.49316700000001,-110.177333,6,4,0,4,4,2,692400,660600,16680,7
2,55.072383,-118.801033,6,10,19,4,4,0,1860,0,1740,5
3,58.460122,-114.551277,2,3,12,4,3,6,8400,0,8100,4
3,59.821767,-115.62635,6,4,0,4,3,2,2572680,2516340,60,7
6,56.493283,-116.42605,2,7,16,3,3,9,20340,0,16620,7
0,51.26645,-114.96765,6,10,7,0,0,0,360,0,360,7
8,56.6191,-115.650467,6,4,0,3,5,7,5820,1200,3000,6
3,58.538183,-117.943,6,4,0,4,2,8,2400,0,240,5
5,57.48765,-113.487433,6,4,0,4,4,2,65280,0,62040,8
2,55.050517000000006,-118.63165,6,13,0,4,3,9,75900,11700,54900,10
0,51.3763,-115.001983,6,10,6,4,4,0,600,0,600,5
3,58.0854,-115.349467,6,4,0,3,4,8,84780,64260,9180,7
3,58.06435,-116.4879,6,4,0,4,3,9,64500,0,1260,5
2,55.624083,-119.9036,5,11,20,4,4,8,511680,0,498780,8
5,59.747,-111.342,6,4,0,4,3,2,71820,71760,60,7
3,58.162117,-114.738583,6,4,0,3,1,2,75120,63000,5100,7
0,51.549333,-115.2006,6,10,7,0,0,0,300,0,300,8
6,56.46095,-118.59745,5,11,10,3,3,0,431340,0,431220,5
7,52.011353,-116.466961,6,8,0,4,3,3,1220160,129600,1032360,9
8,55.365183,-115.975983,5,11,30,3,3,0,1729680,3540,1722960,4
4,55.91145,-110.741967,6,10,7,4,4,8,12720,2940,6420,7
0,49.655983,-114.536417,6,10,7,0,0,0,4740,0,480,7
4,55.95905,-110.705567,2,11,8,4,4,0,154080,0,148080,6
3,58.86961700000001,-117.4633,6,7,14,4,4,10,4680,60,360,9
0,50.420583,-114.468283,2,11,8,3,4,0,1816200,0,1729980,1
0,49.4175,-114.479817,6,10,7,0,0,0,900,0,900,6
8,56.5695,-113.524667,6,4,0,4,5,3,5400,2280,3000,6
3,58.104998,-114.3367,6,4,0,3,4,7,3291600,881040,2329800,9
0,50.81035,-114.64225,6,10,6,4,3,0,1200,0,1200,9
6,56.8167,-117.64165,6,11,26,4,3,0,56160,0,53100,5
9,54.637117,-115.406517,6,4,0,4,2,2,7680,2160,2220,7
5,56.60976700000001,-112.142083,6,4,0,2,3,2,3320040,687600,2016000,6
5,57.797833,-113.287833,6,4,0,3,1,2,75060,1080,62220,7
9,54.34045,-114.7233,6,10,13,4,3,9,3600,0,1800,4
7,52.309933,-116.32015,6,10,7,0,0,0,540,0,420,8
0,51.40658300000001,-115.062317,6,10,7,0,0,0,900,0,900,8
4,55.931817,-110.650033,2,10,6,3,4,0,99660,0,15060,6
3,58.50121,-117.022192,2,11,25,4,4,9,84120,4800,70800,4
8,55.86431700000001,-113.449867,2,11,5,4,1,7,6000,900,2400,5
7,52.967033,-115.58315,6,10,6,4,5,0,1500,0,1500,7
4,54.58323299999999,-110.6598,6,1,15,4,3,12,415080,0,411420,8
3,58.514783,-116.474233,5,11,26,3,4,10,11100,0,120,7
4,54.7637,-111.8044,5,11,10,4,3,10,78000,0,75360,5
4,54.8211,-111.3619,6,4,0,4,4,8,5220,3240,1980,7
5,57.678333,-112.230833,6,4,0,4,4,1,16500,2700,6300,7
4,55.0225,-111.54765,2,11,8,4,3,10,4980,0,3600,5
9,54.54683299999999,-115.1398,6,10,28,4,4,9,8160,0,5760,5
5,56.76295,-112.5931,6,4,0,4,4,2,4860,720,2100,6
2,54.967167,-118.42405,6,4,0,4,3,3,5880,600,3000,5
8,54.893823,-116.77146299999998,6,4,0,3,3,2,56400,0,1320,6
0,50.408683,-114.48405,2,11,24,4,3,0,181860,0,178500,6
3,58.56916999999999,-117.020047,5,11,15,3,5,0,414780,0,354720,6
3,59.2134,-117.979683,6,4,0,2,1,2,97200,7920,7560,6
8,55.418888,-116.121667,5,11,10,4,4,9,77400,0,76500,5
4,55.543521,-110.945825,6,4,0,2,3,2,150300,62400,81000,7
8,55.337167,-115.952167,5,11,15,3,3,0,121500,0,120300,4
4,54.762233,-111.923767,6,11,10,4,4,9,2700,0,1680,5
6,57.185833,-117.2453,5,0,8,3,4,0,410700,0,410700,5
7,52.342876,-115.119217,5,11,8,3,4,0,241080,0,233760,4
0,50.387167,-114.4855,6,11,24,3,3,9,5640,0,660,7
3,58.444283,-114.951495,6,13,0,4,3,7,3894180,237360,3638580,10
3,58.68318299999999,-114.6566,6,4,0,4,3,2,19200,1140,10080,6
4,55.922603,-110.716268,2,3,27,4,3,10,66720,1560,63000,4
3,58.510961,-115.13692,2,11,8,4,3,9,603240,0,602760,4
1,53.342367,-117.609233,6,10,6,4,5,8,3840,600,960,8
3,58.719623,-118.707041,2,11,10,4,4,7,5280,0,840,4
6,56.567783,-118.734983,6,4,0,4,3,8,24720,12240,6480,8
8,55.59906700000001,-114.020783,6,4,0,4,4,2,70800,0,1800,7
5,57.93835,-113.516583,6,4,0,4,5,2,9000,3600,3180,7
6,57.095488,-118.39158799999998,6,4,0,4,4,2,4500,720,1080,6
0,49.4457,-114.32495,6,10,6,0,0,0,600,0,600,8
6,55.979622,-116.874026,5,11,5,4,4,10,184680,1200,182340,4
4,55.741083,-111.065217,6,4,0,4,2,2,13200,2700,2580,6
8,56.28851700000001,-115.052,6,4,0,4,3,8,68100,0,68100,7
5,57.299517,-110.11705,6,4,0,2,3,2,364080,138360,209520,6
4,54.6153,-111.91475,5,11,10,4,4,0,255840,0,253680,6
5,58.31721700000001,-111.419233,6,4,0,4,4,4,77580,8820,57600,8
1,53.4396,-115.089817,6,10,7,4,0,0,8100,0,8100,5
7,52.73591800000001,-116.227929,6,1,15,4,4,0,698640,0,605100,3
8,54.764767000000006,-115.393617,6,4,0,4,4,11,50160,2160,960,8
3,58.475233,-114.48645,2,3,27,4,3,8,257280,253320,60,7
7,53.120867,-115.2266,6,7,14,4,4,10,10740,0,7200,6
8,56.166,-113.785,6,4,0,4,3,2,6180,600,2700,7
0,51.376617,-115.002433,6,10,6,4,3,0,840,0,840,8
5,57.29115,-111.476667,6,5,1,3,3,11,1388100,60,1385580,6
1,53.571433,-116.7109,6,10,7,4,0,0,5700,0,1860,5
4,55.935183,-110.7205,2,3,5,4,4,10,400500,61320,338700,4
3,57.99773199999999,-116.225818,5,0,8,2,4,9,4740,2400,60,5
4,55.268333,-113.232783,2,10,7,3,3,0,6637080,0,6578940,11
5,57.31653299999999,-111.033333,6,4,0,4,4,10,17100,3180,3300,7
5,57.174292,-112.885703,6,4,0,2,1,2,1644960,164460,1476120,6
5,57.158067,-110.323383,6,4,0,4,2,2,1027860,120480,853500,6
0,49.4046,-114.342083,6,10,7,0,0,0,900,0,900,7
0,51.591217,-115.13585,6,4,0,4,4,2,90660,18840,68760,8
6,57.1678,-117.519083,5,11,8,4,3,0,1909260,0,1900200,3
4,55.83386700000001,-110.854167,6,3,27,4,4,3,75840,6900,64320,5
6,56.67145,-118.715733,6,4,0,3,5,2,49800,45480,1380,7
3,58.458817,-119.178233,6,4,0,4,2,2,66840,6600,55800,7
7,52.313363,-116.306227,6,10,6,3,4,0,300,0,300,8
5,56.458947,-111.127669,6,10,6,4,4,8,93960,0,77340,5
8,56.074167,-113.186667,6,4,0,2,3,2,954120,181500,697200,7
8,55.2465,-114.681933,5,11,15,4,4,0,162720,0,160800,5
3,58.54276700000001,-116.923,5,11,28,4,4,0,54900,0,54000,10
2,55.95815,-119.26355,6,4,0,4,4,8,81960,3960,75720,8
3,58.493517,-115.14385,2,11,10,4,3,9,183420,0,181920,4
6,57.5859,-117.636733,6,4,0,4,1,2,3180,2940,60,7
4,54.80801500000001,-111.924127,5,6,15,4,3,6,257220,58320,197400,4
6,57.919183,-118.21205,5,10,27,4,3,6,160560,840,155160,10
0,51.402817,-115.054667,6,10,7,0,0,0,900,0,900,7
3,58.714115,-118.668094,2,3,27,3,4,9,94800,720,93960,9
0,49.917317,-114.38975,6,10,6,3,4,0,1080,0,1080,5
1,53.54855,-116.656017,6,7,14,4,4,8,5280,0,2340,8
0,49.4016,-114.340483,6,10,7,0,0,0,60,0,60,5
2,55.0765,-118.747833,6,3,3,4,3,0,62100,4800,57000,8
3,58.43083299999999,-114.523333,2,7,14,4,3,8,146580,56340,87720,9
7,52.191513,-115.006404,5,11,15,4,4,0,170400,0,163920,6
6,57.6435,-117.8493,6,4,0,4,1,2,1373640,11820,1361820,6
3,58.0126,-115.590867,2,3,27,4,4,0,1500,0,480,10
0,51.39305,-115.110167,6,10,6,4,4,0,0,0,0,5
5,56.45051700000001,-111.371467,6,13,0,3,3,0,5820,1860,1320,5
6,56.9153,-117.422833,5,13,0,4,4,0,4980,0,3000,9
4,55.351833,-110.624333,6,4,0,4,3,10,3600,0,3540,6
6,57.12156700000001,-118.527317,6,4,0,4,2,2,6720,0,1440,6
6,56.499033,-119.982417,6,4,0,2,4,2,3420,1680,1500,6
9,54.4674,-114.79085,6,3,12,4,4,11,10200,1020,5700,5
2,55.03049,-118.726647,6,3,12,3,4,10,9600,0,5220,10
3,58.69751700000001,-114.978183,6,4,0,3,5,2,7920,4320,60,6
3,59.80415,-116.638417,6,4,0,4,2,2,72000,2700,8100,6
4,55.64715,-112.164283,6,4,0,3,3,2,55560,8400,900,6
3,58.711112,-118.708888,2,3,27,4,3,9,22260,9540,4140,4
8,55.168983,-114.4607,6,4,0,4,4,9,14640,0,11880,6
8,55.746,-115.577333,6,4,0,4,2,1,47760,42420,3600,7
2,54.515883,-117.276333,6,4,0,3,3,2,115320,7860,87000,8
4,54.68759300000001,-111.910717,2,11,19,4,3,9,68160,3660,63240,5
8,55.14958299999999,-114.52,6,5,9,4,3,2,1042980,102960,862020,5
8,57.3375,-114.790833,6,4,0,4,1,2,8100,1380,3480,6
6,57.721183,-119.952767,6,4,0,4,2,2,11460,3600,3900,6
8,55.88505,-115.810867,3,11,10,4,3,9,2820,0,1260,5
7,52.43531700000001,-115.327033,6,10,13,4,3,8,72840,54480,9900,5
9,54.73946,-115.768528,6,4,0,3,3,2,7980,540,5700,7
7,52.4396,-116.270083,6,1,11,4,4,0,17400,0,12300,7
6,57.085717,-117.138917,6,4,0,4,2,8,7860,2400,2100,6
7,52.04245,-115.5362,6,10,6,4,4,0,1800,0,1800,8
3,59.48395,-116.759933,6,4,0,3,4,2,85140,12900,63240,7
5,56.581833,-110.412333,6,4,0,4,2,2,62640,5100,54000,7
4,55.937883,-111.18195,6,4,0,4,3,2,61620,8040,52380,7
0,51.5501,-115.2028,6,10,7,0,0,0,900,0,900,8
0,49.65695,-114.537383,6,10,7,4,0,0,9960,0,2580,9
9,54.677017000000006,-115.536217,6,7,14,3,3,2,95160,1200,90720,5
3,58.23035,-116.4937,6,10,13,4,3,10,1993140,190380,1797600,8
0,49.37475,-114.374017,6,10,6,0,0,0,360,0,360,8
5,57.01031700000001,-110.842333,6,4,0,4,5,2,13680,0,11460,5
7,52.761867,-115.3507,2,11,20,3,4,0,253680,0,248220,7
1,53.462695,-116.61426000000002,5,11,20,3,3,0,242520,0,240000,9
8,56.97215,-115.242817,6,4,0,4,2,2,8040,0,5580,7
9,54.53634,-114.48223,6,4,0,4,3,8,55020,1920,47520,6
0,51.02875,-114.98905,6,4,0,3,4,3,10020,1200,4680,7
