fire_number,fire_location_latitude,fire_location_longitude,fire_origin,general_cause_desc,activity_class,fire_type,weather_conditions_over_fire,fuel_type,fire_duration,fire_duration2,fire_duration3,reported_month
4,55.93126700000001,-110.72595,2,3,13,4,3,11,900,0,600,4
3,58.423917,-117.79305,6,4,0,4,4,8,194640,90600,103980,8
1,53.91125,-118.623017,5,1,9,4,3,0,90420,0,89820,5
8,55.68361700000001,-113.3778,6,11,30,4,4,11,4500,0,1860,6
3,58.430243,-114.547969,2,3,31,4,3,8,594600,161100,416160,5
7,52.318417,-116.330383,6,10,7,3,4,0,480,0,480,6
1,53.659283,-116.711,6,4,0,4,4,2,5100,0,1500,5
8,56.335667,-113.384167,6,5,2,4,3,2,238560,104400,82500,4
5,56.75885,-111.930767,6,4,0,3,1,2,4620,4440,60,7
5,56.930133,-111.462333,6,5,26,4,4,14,96480,0,96480,4
3,58.510961,-116.140878,5,11,16,4,3,0,1030500,0,1030500,4
1,53.961333,-117.347667,6,4,0,4,4,3,96480,0,87360,7
0,50.853367,-114.615833,6,10,8,0,0,0,900,0,780,7
0,49.6426,-114.488617,5,11,9,4,4,11,231000,0,226080,5
4,55.269267000000006,-113.237133,2,10,8,3,5,8,8700,0,4260,8
1,54.097683,-118.3434,6,4,0,3,4,2,223920,78060,145860,7
6,57.6982,-117.802667,6,4,0,4,5,0,4800,3600,1200,6
3,58.442133,-114.543583,2,3,31,3,3,0,66300,0,65160,6
4,54.50218,-111.482254,5,11,11,3,3,0,78180,0,77400,5
0,50.7503,-114.841817,6,10,7,3,3,3,25320,780,19320,7
3,59.312833,-118.6665,6,4,0,4,3,2,26460,7200,17100,8
8,55.95334,-113.779767,2,11,24,4,3,11,131400,0,129600,5
0,51.126517,-115.393667,6,14,0,4,4,12,2040,0,60,9
1,53.73545,-116.437733,6,10,7,4,4,0,99600,0,88680,11
3,59.36666700000001,-116.733333,6,4,0,3,1,1,17700,300,720,6
3,58.446367,-114.578267,2,3,31,4,4,8,93840,7680,76740,5
4,55.927033,-110.725983,2,3,31,4,3,8,6120,0,2820,6
4,54.933867000000006,-112.349433,6,6,30,4,3,12,69720,0,68520,5
4,54.470133,-111.1739,5,7,15,4,3,1,81540,0,76800,4
7,52.732,-115.652867,6,4,0,3,3,8,87660,63540,13800,8
3,58.46554,-114.519947,2,3,31,4,3,11,91080,1140,83640,4
3,59.43645,-117.04724,6,4,0,4,5,2,163440,12000,142200,7
7,52.28105,-115.403283,6,10,14,4,4,12,12840,0,7440,7
3,59.2147,-117.692633,6,4,0,4,2,1,7920,3180,3000,7
3,58.45116700000001,-114.534,2,11,11,4,4,8,88980,10320,74280,5
6,56.440183,-116.09935,6,8,11,4,4,6,90960,0,89460,4
6,56.843833,-118.023883,6,4,0,4,2,2,4260,0,1800,7
5,57.137717,-110.1996,6,4,0,3,3,3,4680,2400,1920,8
4,54.817067,-111.650408,6,4,0,3,4,7,7620,3000,3000,6
4,55.92978299999999,-110.723333,2,3,13,4,3,11,1200,300,600,4
2,55.55716700000001,-119.777183,6,4,0,4,3,2,59280,1800,48960,6
9,54.207917,-115.990083,6,14,0,4,3,11,4740,0,420,5
5,57.8785,-111.47325,6,4,0,3,4,3,220980,11400,188400,6
5,57.771701,-112.950891,6,4,0,4,4,2,624900,509580,85320,6
3,59.12641,-119.22102,6,4,0,4,4,1,177720,80640,78060,7
3,58.464317,-114.5415,2,3,31,4,3,6,260520,4620,255720,5
4,54.554858,-110.27558799999998,6,10,8,3,3,6,62880,0,5100,10
5,56.41631700000001,-111.160667,2,14,0,4,3,11,54540,0,3300,4
3,59.480667,-118.675717,6,4,0,4,4,2,2650380,221220,2418480,8
8,57.00935,-114.775733,6,4,0,3,1,2,342480,35400,246600,7
7,52.162405,-115.065761,6,10,7,4,3,3,18720,4620,9720,5
5,56.426283,-111.5181,6,4,0,4,2,2,1800,1320,60,7
4,56.108333,-112.807167,6,4,0,2,4,2,15060,8100,5820,6
0,49.812333,-114.415833,6,4,0,4,3,4,4320,3480,60,8
5,59.04448299999999,-110.816367,6,4,0,4,1,1,8580,3420,780,6
8,55.493,-116.705617,6,2,25,3,4,8,155760,0,152160,9
1,53.574533,-116.5765,5,11,27,4,4,11,1920,0,900,4
8,56.73141700000001,-114.480883,6,4,0,2,5,2,2820,300,840,6
8,55.34206700000001,-115.789767,2,11,23,4,4,12,4980,0,3600,5
3,58.459333,-114.52895,2,3,31,3,3,0,4920,0,4800,7
0,51.40358300000001,-115.0659,6,10,8,4,3,2,2880,0,2820,9
0,49.903417,-114.45685,6,10,8,0,0,0,900,0,900,8
0,49.857967,-113.9782,6,10,7,4,3,0,780,0,780,8
3,58.464783,-114.43945,2,3,13,4,4,7,105480,4500,89460,5
2,54.3368,-117.876883,6,4,0,4,3,2,13320,0,3420,7
2,55.206133,-117.788033,6,11,32,3,3,0,62460,0,0,9
8,54.87725,-115.312283,6,4,0,3,5,8,7260,1620,2160,7
9,54.60996700000001,-115.21695,6,10,8,4,3,0,1560,0,1260,5
7,52.215667,-115.002,7,7,18,4,4,0,65040,0,62520,11
0,50.019567,-114.53315,6,10,7,0,0,0,1200,0,1200,9
0,49.913533,-114.393208,6,10,32,4,3,0,76080,0,75540,5
1,53.139133,-115.427417,6,7,18,4,3,11,4800,0,1500,10
4,54.99585,-111.304067,6,4,0,4,2,2,6960,1860,5100,7
0,50.02645,-114.042233,6,10,8,0,0,0,2100,0,2100,8
2,55.5731,-119.275333,6,4,0,3,3,8,4800,1680,1500,8
2,55.03125,-119.01255,5,11,16,4,3,0,269100,0,269100,5
9,54.707467,-116.215883,6,7,18,4,4,12,68460,0,60,8
9,54.212833,-115.700333,6,4,0,4,4,2,256800,0,200700,7
6,56.448333,-118.0128,6,4,0,4,4,0,7800,3600,3180,6
0,49.623333,-114.48455,5,14,0,4,3,12,15900,0,12840,5
8,56.827833,-114.109833,6,4,0,3,1,2,157740,15420,142200,6
0,51.403883,-115.058283,6,10,7,4,4,0,900,0,900,9
0,51.392967,-115.089733,6,10,8,0,0,0,900,0,900,8
8,56.271333,-114.459333,6,4,0,4,3,2,5940,0,3480,6
6,56.431883,-117.8641,6,10,7,3,3,12,242760,900,230280,9
2,54.731433,-117.262383,5,4,0,3,3,2,21480,0,16200,7
0,49.656717,-114.535983,6,10,8,0,0,0,300,0,300,9
0,51.57605,-114.860383,6,10,7,0,0,0,300,0,300,10
1,53.37935,-116.436667,6,4,0,4,4,2,328620,326880,1740,7
3,58.462333,-114.553417,2,3,31,4,3,11,346500,0,341460,5
3,59.00825,-114.77435,7,10,7,3,3,2,183600,0,8100,4
2,55.125066,-117.305167,5,11,23,4,3,0,162900,0,161400,5
2,54.89615,-119.91115,6,4,0,4,4,8,15300,9600,5400,7
3,58.70591700000001,-118.6959,2,11,11,3,3,11,13020,0,12000,4
4,55.90600000000001,-110.823833,6,4,0,4,3,8,7320,1080,5700,6
7,52.05595,-115.650667,6,10,8,4,0,0,300,0,300,9
4,54.509409,-110.631551,6,10,7,3,4,3,27360,0,600,5
0,50.253367,-114.336233,6,10,8,0,0,0,300,0,300,5
8,55.981433,-113.839483,5,3,31,4,4,11,4080,0,1620,5
5,57.376799,-111.57569,6,5,16,4,3,11,239040,76500,160500,5
0,51.403733,-115.0662,6,10,8,0,0,0,300,0,300,8
6,55.923017,-117.028267,5,11,16,4,3,0,687240,0,686700,7
6,57.582467,-117.5182,6,10,7,4,4,11,11160,0,6900,5
3,59.6476,-119.323017,6,4,0,3,4,1,356520,284640,3720,6
2,55.07051600000001,-118.802914,6,10,7,4,3,0,23160,0,18900,2
5,57.3773,-111.269403,6,4,0,4,2,2,606120,339900,248640,7
0,51.1841,-114.848767,2,11,24,4,4,11,70320,0,66600,1
3,59.85592,-116.62159,6,4,0,4,5,2,4156560,3966240,120,6
3,58.9326,-116.570917,6,4,0,4,4,2,63480,54000,3900,6
0,49.660117,-114.537367,6,10,7,4,3,0,900,0,900,7
0,51.633083,-115.106667,6,10,8,0,0,0,1500,0,1500,9
8,54.80931700000001,-115.4423,6,1,9,4,3,3,864600,0,853200,12
8,56.386667,-114.24025,6,4,0,4,1,2,76440,22620,2640,6
3,59.907467,-117.8853,6,4,0,3,3,1,68940,57120,6360,8
6,57.312983,-117.496317,6,4,0,4,2,2,65280,5100,56700,6
5,58.100667,-111.27,6,4,0,3,3,4,65880,7680,3780,8
3,59.441833,-114.235667,6,4,0,2,4,2,9511800,3184980,4072680,7
5,56.8475,-110.645167,6,4,0,4,4,2,21120,9600,5700,6
3,57.529833,-114.99,6,4,0,4,4,2,158100,7380,147300,7
7,52.284933,-115.413783,6,1,15,4,4,13,64500,0,63720,9
5,56.6892,-110.670933,6,4,0,3,3,2,74100,69240,4800,8
3,58.470617,-114.503583,2,3,13,4,4,11,9300,0,3420,4
0,51.391467,-115.10715,6,10,8,0,0,0,300,0,300,8
0,49.846283,-113.988483,6,4,0,3,3,5,83460,65640,8100,10
8,55.599217,-116.646667,6,14,0,4,3,14,4920,0,1680,7
0,51.272566,-115.046495,6,10,7,4,3,0,1500,0,1500,8
3,58.7072,-118.684167,2,3,31,4,4,11,7200,0,900,5
5,57.77866700000001,-112.7605,6,4,0,4,5,2,181620,15420,161760,7
1,53.281517,-116.587817,6,4,0,4,4,2,8940,0,3600,5
3,57.96965,-116.714883,5,4,0,4,4,0,352800,0,341580,7
4,55.915376,-110.755264,2,3,4,4,3,11,7380,2280,4500,4
1,53.294833,-117.6777,6,10,8,4,4,0,3300,0,120,9
9,54.358167,-114.876,6,7,18,4,3,11,3240,0,1800,5
1,53.541183,-116.499117,6,7,15,4,4,11,1440,0,300,4
7,52.637,-116.16,6,4,0,4,4,2,3480,3180,300,7
3,58.4686,-114.538167,2,11,11,4,4,11,3420,1380,1740,5
0,50.870333,-114.702817,6,10,7,4,4,0,240,0,240,5
6,57.440917000000006,-117.2967,6,4,0,2,3,2,169320,16200,147600,7
4,55.94035,-110.737067,2,3,13,4,3,6,158040,39240,86220,4
1,53.604967,-115.434667,6,11,8,4,4,12,6960,480,3780,6
0,51.403317,-115.06495,6,10,8,0,0,0,1500,0,1500,6
4,55.01005,-110.5601,1,4,0,4,5,1,9600,2700,2400,5
3,58.2285,-114.3251,6,10,7,3,4,8,1812600,0,609900,2
4,55.9276,-110.7227,2,3,31,4,4,11,46860,0,46800,5
8,55.584833,-114.700833,6,4,0,4,2,2,8340,6240,1800,5
5,56.634117,-110.30535,6,4,0,3,3,2,78900,14400,5160,6
1,53.075,-117.216,6,10,8,0,0,0,600,0,600,9
8,55.19116700000001,-114.614667,6,7,15,4,3,11,6180,2340,2460,6
3,58.13444300000001,-117.283888,6,7,30,4,3,11,113280,14340,89820,5
1,53.91843299999999,-116.724883,6,5,18,4,4,2,18180,1560,5700,6
7,52.75055,-116.386883,6,4,0,4,4,13,27240,19380,5220,7
2,54.7415,-117.18275,6,7,15,4,3,8,62700,5580,53100,5
8,56.604736,-116.07449,6,4,0,4,3,2,76800,62400,9000,5
3,58.46554,-114.540949,2,11,16,4,3,0,20340,0,18900,6
3,58.9443,-119.83845,6,4,0,4,1,2,234120,69180,161940,6
1,53.3985,-117.235,6,4,0,4,3,2,97620,2100,89400,6
9,54.0949,-116.246033,6,3,4,4,3,14,946200,74940,851280,11
0,49.449867,-114.32585,6,11,32,4,3,0,3480,0,1500,6
4,56.18295,-112.774417,6,4,0,3,5,2,5280,1560,1800,8
7,52.084121,-116.002976,6,10,7,4,3,0,300,0,300,6
8,56.565167,-113.574,6,4,0,4,2,2,78180,77160,60,6
2,54.897527,-116.93058700000002,5,11,23,3,3,0,601740,0,599160,4
0,49.629517,-114.524667,6,10,8,0,0,0,900,0,900,8
5,56.861,-111.436,6,4,0,4,2,2,7260,0,60,7
4,55.931619,-110.738987,2,3,4,3,3,11,17100,9960,2340,5
1,53.730833,-117.07425,6,10,7,3,4,2,21540,0,18420,8
3,58.89225,-117.697833,6,4,0,4,5,2,13020,1980,5760,5
8,55.95166700000001,-113.944,2,4,0,3,3,2,5940,1500,2100,6
8,57.061483,-113.077283,6,4,0,4,5,2,10020,3420,240,6
5,58.459,-111.067917,6,4,0,4,3,12,12420,5040,7200,7
3,57.895833,-116.703767,6,4,0,4,1,2,89100,65340,19500,6
0,51.323617,-114.727283,2,11,9,4,4,8,103560,8100,91500,9
0,51.28376,-115.146498,6,10,8,4,4,1,3960,0,3960,9
7,52.33045,-116.353933,6,10,7,0,0,0,1200,0,1200,9
2,54.9675,-118.917317,5,11,16,3,3,0,326400,0,322680,6
8,55.313267,-115.729933,5,1,32,4,3,0,79320,0,78600,9
0,49.352342,-114.407447,6,10,7,4,3,0,300,0,300,7
8,56.55816700000001,-114.470333,6,4,0,2,4,2,88440,63960,13920,7
4,55.86751700000001,-110.787933,6,4,0,4,3,2,68040,16320,51180,7
3,59.062932,-118.333457,6,4,0,4,3,2,86340,71760,12600,6
8,55.3734,-114.74415,6,7,18,4,4,8,900,480,60,8
3,57.453883,-116.385133,6,4,0,4,5,2,267240,78300,179760,8
6,56.0053,-116.846633,2,10,7,3,4,7,77760,60,73140,11
2,54.3875,-118.8515,6,4,0,4,2,13,175920,114360,3600,6
5,56.475833,-111.206733,6,7,15,3,4,11,79080,13200,64200,5
8,55.345283,-116.520133,6,10,2,4,3,11,2400,0,300,5
4,55.917917,-110.736717,2,3,13,4,3,11,72000,10500,61500,5
7,52.971317000000006,-115.572017,6,10,8,0,0,0,5520,0,600,7
4,55.591883,-112.692317,6,4,0,3,3,2,12480,1140,5700,8
3,58.222542,-116.426999,5,11,9,4,4,0,170340,163860,60,7
5,57.969967,-112.807317,6,4,0,4,2,2,397260,70200,322800,7
3,58.574917000000006,-117.12205,5,11,9,4,4,0,80400,300,76200,4
0,49.883888,-113.978883,6,10,27,3,3,3,5040,180,3720,10
6,56.817567,-117.18465,6,1,9,3,3,0,95340,0,95280,5
2,55.057667,-117.914867,5,11,23,4,4,13,75660,54300,10440,4
7,52.29429,-115.473908,6,10,8,0,0,0,540,0,540,9
3,58.58386700000001,-117.131017,5,0,9,4,3,11,175200,600,172200,9
8,55.325836,-115.798925,2,11,11,4,4,11,586860,2640,582300,5
5,56.574917000000006,-110.060467,6,4,0,4,3,2,106020,77100,21000,6
5,57.963999,-111.105887,6,10,7,3,3,0,0,0,0,8
5,56.684297,-111.384317,6,10,8,3,3,2,344760,0,271260,1
8,55.325093,-116.82456299999998,5,11,34,3,4,0,2269800,0,2269800,4
3,58.57905,-116.582817,6,4,0,4,4,8,16680,8280,8400,7
8,55.951633,-113.9135,2,11,31,4,3,13,57180,0,57120,8
4,55.676067,-112.391417,6,4,0,4,2,2,3540,0,3120,6
0,49.910883,-114.50565,6,10,8,0,0,0,480,0,480,5
8,54.93145,-115.456233,6,4,0,4,1,2,4260,960,1320,6
2,54.913583,-118.251083,6,10,8,0,0,0,300,0,300,5
3,58.705733,-118.69185,2,11,11,4,4,11,3300,0,3240,4
0,51.63245,-115.1013,6,10,7,0,0,0,900,0,900,5
3,59.720117,-116.582483,6,4,0,4,3,2,2752080,454560,2157000,7
7,52.08423300000001,-116.41365,6,10,7,4,4,0,360,0,360,5
0,50.811467,-114.630433,6,10,7,0,0,0,300,0,300,9
0,51.63955,-115.09495,6,10,8,0,0,0,900,0,900,7
7,52.854317,-115.460433,2,4,0,3,4,2,7740,1320,5100,8
5,56.345733,-111.941,6,4,0,3,3,8,10500,4020,4680,7
4,55.263983,-113.2252,2,2,25,3,3,7,1063920,0,1061760,4
0,49.30545,-114.05575,6,5,10,4,5,11,7620,0,0,4
8,55.312026,-115.635642,5,11,5,3,3,0,83160,0,78060,6
8,55.983133,-113.83795,5,3,31,4,4,13,3840,600,2340,7
8,55.34500300000001,-115.779078,2,11,6,4,3,12,3960,1500,1200,4
4,54.70304599999999,-114.205863,5,11,9,4,4,0,62400,0,55500,10
6,56.508217,-116.646133,2,11,6,4,3,11,300,0,300,4
8,55.59223299999999,-116.068917,6,4,0,4,3,2,76560,10500,55800,5
1,52.866333,-117.028667,6,4,0,3,2,2,8280,1440,4260,8
6,56.745767,-117.737617,6,3,4,4,3,11,102000,13380,81600,5
0,51.484417,-114.660217,5,11,9,4,3,0,208560,0,206520,8
3,58.518331,-116.978043,2,11,11,4,4,11,61560,59580,60,5
8,55.93683299999999,-114.577333,6,4,0,4,4,2,9060,0,900,7
1,53.066567000000006,-116.356467,6,4,0,2,2,2,8580,1020,3480,6
8,57.299635,-113.151352,6,4,0,2,2,2,775440,251700,461340,8
6,56.338333,-119.05405,5,11,16,4,4,14,444120,0,440760,5
8,55.199727,-114.901457,6,14,0,2,3,2,6485820,439740,5263620,5
8,56.26666700000001,-113.293717,6,4,0,4,5,2,7020,2820,1860,7
5,57.156733,-111.647233,6,4,0,4,4,11,4860,900,240,5
6,56.842,-117.016667,6,4,0,4,4,2,617820,89460,517500,7
8,56.108383,-113.841533,2,11,9,3,1,0,1320,480,120,5
8,55.838,-114.296,6,1,9,4,3,7,13020,3900,6900,5
0,49.364717,-114.319483,6,10,7,4,4,0,180,0,180,5
9,54.117501,-115.572102,6,10,7,3,4,7,92400,0,89100,4
8,55.368667,-115.851667,2,11,11,4,4,12,606360,48780,530820,5
0,49.44187,-114.41792,6,10,8,0,0,0,240,0,240,7
2,55.072617,-118.799517,6,10,7,4,3,0,53700,0,1800,5
4,54.694912,-111.904494,2,6,23,4,4,0,315120,0,309600,6
0,51.27858300000001,-115.074633,6,10,8,0,0,0,300,0,300,8
4,55.035399,-111.53808,2,11,9,4,3,11,251460,49080,199440,4
1,52.953483,-116.50225,6,4,0,4,4,2,165720,0,164520,7
5,57.042,-111.91853,6,1,31,4,3,7,16200,0,14400,6
4,55.142583,-112.160133,6,4,0,4,3,2,58260,53160,2400,8
9,54.25575600000001,-114.959976,6,4,0,4,2,7,9420,0,3600,5
0,51.391717,-115.109183,6,10,8,0,0,0,180,0,180,9
3,59.92005,-118.925133,6,4,0,4,4,1,25318620,771540,24544680,7
5,56.070633,-112.350933,6,4,0,4,1,2,11160,1200,7500,6
0,49.426633,-114.33405,6,10,8,0,0,0,900,0,900,5
0,51.617433,-115.050933,6,10,8,0,0,0,420,0,420,9
2,55.5051,-119.58485,6,10,7,3,4,8,10680,0,2580,10
3,58.44753299999999,-114.556333,2,3,31,4,3,6,107580,7260,93480,5
1,53.77401700000001,-116.31065,6,4,0,3,2,2,4620,0,780,6
5,56.670833,-111.463733,6,10,7,3,3,2,18000,4500,4800,10
7,52.202267,-115.153567,6,10,7,4,3,0,600,0,540,5
0,51.099505,-115.053254,2,11,31,4,3,0,69720,0,67620,5
2,55.824117,-119.6946,6,4,0,4,4,8,96480,16920,73260,8
3,58.460122,-114.537506,2,11,6,4,3,11,95220,93000,300,5
9,54.407367,-114.70575,5,0,9,3,4,13,1381560,0,1377360,5
3,58.483746,-117.169815,5,6,24,4,5,0,238140,0,237180,7
7,52.568488,-114.90923,5,11,26,4,4,13,174300,0,172800,6
0,50.851117,-114.638917,6,11,32,4,3,0,4440,0,180,11
1,53.544654,-115.198916,5,14,0,4,4,11,65880,0,63000,4
4,55.916982,-110.734088,2,3,13,4,3,6,70920,67500,540,10
7,52.88765,-114.617017,5,10,8,3,3,8,9480,0,1380,9
0,49.45753300000001,-114.379217,6,10,8,0,0,0,900,0,900,5
6,57.868835,-119.349367,6,4,0,4,3,2,60540,50400,3300,7
0,51.510333,-114.779767,6,6,9,3,3,0,12600,0,9840,5
3,59.61596700000001,-116.298583,6,4,0,4,4,1,495780,356400,840,8
0,50.2635,-114.316067,6,10,8,0,0,0,900,0,900,6
3,58.481,-114.5234,2,11,23,3,3,0,4821780,0,4820520,9
2,54.69986700000001,-118.33315,6,6,16,2,3,2,183300,51300,114300,5
4,55.920796,-110.732382,2,11,6,4,3,11,2400,900,900,5
3,59.57825,-119.250583,6,4,0,4,2,2,76680,4080,66180,7
9,54.344083,-115.608767,7,4,0,4,4,8,160860,50640,97380,5
6,57.073433,-117.312517,5,11,11,4,4,11,174840,1920,172920,5
8,56.892983,-114.6507,6,4,0,4,4,8,4500,2820,1560,7
9,54.750117,-115.511483,6,7,18,4,3,2,46560,0,480,6
8,55.639578,-116.063384,6,11,6,4,3,11,2040,0,1800,4
1,53.3017,-117.816,6,10,8,0,0,0,300,0,300,5
8,56.220367,-114.3891,6,4,0,2,1,2,258660,9180,239820,6
1,53.535233,-116.4795,5,14,0,4,4,8,7500,2700,2100,5
3,59.29963299999999,-117.170567,6,4,0,2,3,2,343620,180900,149400,8
5,57.23654499999999,-111.79272,6,4,0,2,4,2,955740,124860,770400,6
3,59.212017,-117.957833,6,4,0,4,5,2,72360,18120,5160,8
0,51.425667,-115.083783,6,10,8,0,0,0,240,0,240,5
0,51.27145,-114.992067,6,10,8,0,0,0,900,0,900,7
4,55.2908,-111.365967,6,5,2,3,4,0,3600,480,120,7
3,58.447389,-116.172208,5,11,28,3,3,0,167100,0,600,10
5,57.331583,-110.62625,6,4,0,4,4,2,238380,34020,141480,6
4,55.92992,-110.729159,2,3,31,4,3,12,7320,4740,2460,4
3,58.1781,-115.694783,5,0,9,4,4,12,428280,25800,401400,8
0,49.853733,-114.397167,6,10,8,0,0,0,720,0,720,8
6,56.65776700000001,-119.21385,6,4,0,4,4,2,7200,900,3600,6
8,54.8105,-115.466667,6,4,0,4,1,2,4800,3780,900,8
2,54.892767000000006,-118.700933,6,3,13,4,3,11,58800,0,53760,5
6,56.20555,-118.5189,5,11,11,4,3,11,152340,0,149400,6
9,54.1612,-115.922717,6,4,0,4,1,0,62160,8460,46440,8
5,56.383617,-110.450233,6,4,0,3,3,2,83400,20160,5400,8
6,56.109683,-116.818333,5,11,9,4,4,11,600540,2340,593760,4
3,58.7054,-118.685867,2,11,6,4,3,11,80100,0,80100,5
0,49.41258,-114.33836,6,10,7,0,0,0,3600,0,3600,9
3,58.7111,-118.677167,2,3,31,4,3,11,82800,7200,69900,4
9,54.162833,-116.586667,6,6,16,4,3,0,161400,0,158640,5
9,53.99183299999999,-116.147833,6,4,0,3,3,4,99420,9360,86580,8
0,50.857167,-114.606833,6,10,8,0,0,0,540,0,540,8
0,50.008212,-114.051969,6,10,7,4,4,0,600,0,600,5
6,57.34814300000001,-117.217259,6,2,9,4,4,0,953100,0,953100,10
5,56.550433,-111.323117,6,10,8,3,3,12,11700,0,60,6
5,56.898233,-111.090217,6,4,0,3,4,2,71280,60600,6780,8
2,55.07316700000001,-118.582283,6,10,16,4,3,0,593580,76020,516360,5
5,57.603683,-113.609233,6,4,0,4,4,2,13980,5160,8520,8
7,52.484788,-114.86747,5,11,11,4,3,12,189840,0,189000,4
5,56.399,-110.549667,6,4,0,2,3,1,188340,72000,92100,7
8,55.170785,-116.513386,5,7,18,4,3,11,333420,71040,256200,5
8,55.73416700000001,-115.43525,6,10,7,3,3,0,16440,2700,9900,10
9,54.141167,-115.819417,5,3,31,3,4,11,57300,0,55080,5
4,55.062145,-111.844672,6,10,8,3,4,2,29220,0,25800,10
3,59.97655,-118.603433,6,4,0,4,2,2,593880,0,545700,6
0,51.1678,-114.953983,2,11,29,4,4,11,59700,0,840,4
5,57.83105,-111.63765,6,4,0,3,2,2,15180,5100,4800,8
0,51.268983,-114.96975,6,10,8,0,0,0,300,0,300,5
7,53.086624,-115.591556,6,10,7,4,4,0,60,0,60,5
4,55.678333,-111.050667,6,4,0,4,4,8,13860,4980,7980,7
6,56.437383,-116.057883,6,4,0,3,4,2,82260,52440,5640,7
5,59.60511700000001,-110.016667,6,4,0,4,3,2,3944880,2750880,1179240,7
5,58.039722,-113.824717,6,1,16,3,4,14,181800,0,1200,6
5,56.911083,-112.120533,6,14,0,4,3,8,11460,5940,5400,6
7,52.015062,-114.789251,5,11,16,4,3,0,175680,0,171960,8
2,55.588517,-118.820452,5,11,16,3,4,0,1368120,0,1359900,4
5,56.65874300000001,-111.09544,6,3,4,2,3,8,3022860,106500,2853840,5
3,58.43715,-116.2454,2,11,9,4,3,8,13440,5340,4200,5
3,58.4935,-115.100333,2,11,11,4,3,12,93420,92340,60,4
6,56.503433,-117.890767,6,14,0,4,4,7,4222860,15000,4193700,4
8,55.809333,-113.41765,5,4,0,4,2,8,72720,0,12720,7
0,51.0598,-115.423017,7,10,7,3,3,2,7800,0,600,10
5,59.9165,-111.920833,6,4,0,4,4,2,10500,1020,1500,8
6,57.5725,-117.7013,6,4,0,4,3,14,24180,4800,13320,7
9,54.16476,-115.728527,6,6,16,4,4,0,1453500,0,1452600,4
8,55.61585,-116.014717,6,4,0,3,3,2,12000,2220,7080,7
4,55.456483,-112.52575,6,4,0,2,2,3,14820,0,540,6
4,56.144117,-110.458317,6,4,0,4,3,3,7200,540,5220,5
5,57.15411700000001,-112.377783,6,4,0,4,4,11,11400,0,60,7
3,58.698583,-118.682317,2,3,31,4,3,11,6420,840,3060,5
8,55.344817000000006,-115.8218,2,6,26,3,1,14,86400,0,86400,4
0,51.40338300000001,-115.065533,6,10,8,0,0,0,900,0,900,7
6,57.74100000000001,-118.01975,6,1,26,4,4,0,693180,240,673860,4
5,56.46616700000001,-112.261333,6,4,0,4,3,2,5580,2580,2700,6
5,57.2333,-111.197467,6,4,0,4,2,2,74100,57600,10800,7
2,55.64525,-119.466067,6,4,0,4,4,8,62100,6600,45900,7
2,55.610517,-119.346267,6,14,0,4,4,7,365100,67320,288000,4
4,54.67571700000001,-110.561917,6,10,7,3,4,13,420,0,420,6
2,55.00918299999999,-116.845467,5,4,0,4,4,0,153600,15720,108660,6
0,51.635617,-115.11035,6,10,7,4,3,0,480,0,480,9
8,56.55815,-115.730517,6,4,0,3,3,8,97080,21600,70320,7
7,51.8514,-114.899983,5,11,9,4,3,12,231060,0,229620,4
1,53.315865,-117.821538,6,10,8,4,1,0,5280,0,420,8
4,55.676933,-111.0907,6,5,9,3,4,14,94140,1440,84240,4
5,57.41055,-113.24765,6,4,0,4,3,2,52740,4800,43800,6
4,54.70923000000001,-111.96767,5,11,9,4,3,0,2460,0,720,5
3,58.98205,-119.75895,6,4,0,4,3,2,187860,3180,8640,7
8,55.2137,-114.775083,6,10,8,0,0,0,5160,0,5160,3
1,53.435517,-116.654717,6,14,0,4,3,11,6060,2040,3120,5
0,49.401917,-114.340933,6,10,8,0,0,0,120,0,120,8
0,51.27173300000001,-114.988167,6,10,8,0,0,0,840,0,840,4
6,56.474333,-116.39755,2,7,18,4,3,12,34560,0,1380,10
1,53.2653,-116.979467,6,9,15,4,4,11,12420,0,7440,4
0,50.929117,-115.321267,7,10,7,4,1,0,4200,360,60,7
4,55.902317,-110.819767,6,4,0,4,3,12,71940,0,600,7
5,56.38916700000001,-112.1312,6,4,0,4,2,2,7140,1740,1860,6
8,54.8585,-115.367167,6,1,9,3,4,2,15300,0,7200,3
0,49.296933,-114.3998,6,10,7,3,4,0,2220,0,2220,9
6,56.5132,-116.425517,2,7,15,3,4,8,8400,2700,3900,8
4,55.504333,-112.322283,6,4,0,4,2,2,4800,960,2220,6
2,54.32166700000001,-118.424833,6,4,0,4,4,8,55500,42600,3960,6
6,56.375336,-117.567339,5,0,15,3,4,11,54000,0,60,7
8,55.3588,-115.870317,6,11,11,3,3,11,100860,4320,95880,6
0,51.403333,-115.066633,6,10,8,0,0,0,300,0,300,8
8,57.254183,-113.231467,6,4,0,4,3,2,63180,3000,55200,8
9,53.9898,-117.813317,6,4,0,4,3,0,103380,39000,55200,7
0,51.274767,-115.02545,6,10,8,0,0,0,900,0,900,5
6,56.456683,-116.352233,6,4,0,4,2,2,4020,0,2160,5
0,51.278133,-115.0138,6,10,8,0,0,0,300,0,300,5
7,52.49631700000001,-116.093617,5,11,5,4,4,14,92100,0,87300,8
8,56.94816700000001,-114.003667,6,4,0,4,2,2,163740,136080,8580,5
